country,date,sector,MtCO2 per day
EU27 & UK,18/06/2025,Domestic Aviation,0.0592627
EU27 & UK,18/06/2025,Ground Transport,2.65991
EU27 & UK,18/06/2025,Industry,2.36458
EU27 & UK,18/06/2025,International Aviation,0
EU27 & UK,18/06/2025,Power,1.45329
EU27 & UK,18/06/2025,Residential,0.582637
France,18/06/2025,Domestic Aviation,0.0109692
France,18/06/2025,Ground Transport,0.352336
France,18/06/2025,Industry,0.214271
France,18/06/2025,International Aviation,0
France,18/06/2025,Power,0.0212531
France,18/06/2025,Residential,0.0795616
Germany,18/06/2025,Domestic Aviation,0.00424172
Germany,18/06/2025,Ground Transport,0.418001
Germany,18/06/2025,Industry,0.49651
Germany,18/06/2025,International Aviation,0
Germany,18/06/2025,Power,0.430552
Germany,18/06/2025,Residential,0.0767439
India,18/06/2025,Domestic Aviation,0.0456905
India,18/06/2025,Ground Transport,0.923255
India,18/06/2025,Industry,2.21553
India,18/06/2025,International Aviation,0
India,18/06/2025,Power,3.75044
India,18/06/2025,Residential,0.297047
Italy,18/06/2025,Domestic Aviation,0.00865772
Italy,18/06/2025,Ground Transport,0.304548
Italy,18/06/2025,Industry,0.177984
Italy,18/06/2025,International Aviation,0
Italy,18/06/2025,Power,0.183423
Italy,18/06/2025,Residential,0.0694984
Japan,18/06/2025,Domestic Aviation,0.0294592
Japan,18/06/2025,Ground Transport,0.484646
Japan,18/06/2025,Industry,0.782384
Japan,18/06/2025,International Aviation,0
Japan,18/06/2025,Power,1.21486
Japan,18/06/2025,Residential,0.12179
ROW,18/06/2025,Domestic Aviation,0.211424
ROW,18/06/2025,Ground Transport,7.04089
ROW,18/06/2025,Industry,9.48713
ROW,18/06/2025,International Aviation,1.87821
ROW,18/06/2025,Power,10.6364
ROW,18/06/2025,Residential,1.66898
Russia,18/06/2025,Domestic Aviation,0.0548118
Russia,18/06/2025,Ground Transport,0.578384
Russia,18/06/2025,Industry,1.16532
Russia,18/06/2025,International Aviation,0
Russia,18/06/2025,Power,1.86698
Russia,18/06/2025,Residential,0.206232
Spain,18/06/2025,Domestic Aviation,0.0223945
Spain,18/06/2025,Ground Transport,0.293105
Spain,18/06/2025,Industry,0.247512
Spain,18/06/2025,International Aviation,0
Spain,18/06/2025,Power,0.140438
Spain,18/06/2025,Residential,0.0526394
United Kingdom,18/06/2025,Domestic Aviation,0.00598103
United Kingdom,18/06/2025,Ground Transport,0.311308
United Kingdom,18/06/2025,Industry,0.243032
United Kingdom,18/06/2025,International Aviation,0
United Kingdom,18/06/2025,Power,0.113995
United Kingdom,18/06/2025,Residential,0.131687
United States,18/06/2025,Domestic Aviation,0.473518
United States,18/06/2025,Ground Transport,4.95522
United States,18/06/2025,Industry,3.08085
United States,18/06/2025,International Aviation,0
United States,18/06/2025,Power,5.16742
United States,18/06/2025,Residential,0.919966
Brazil,19/06/2025,Domestic Aviation,0.0317262
Brazil,19/06/2025,Ground Transport,0.563205
Brazil,19/06/2025,Industry,0.382562
Brazil,19/06/2025,International Aviation,0
Brazil,19/06/2025,Power,0.131772
Brazil,19/06/2025,Residential,0.111417
China,19/06/2025,Domestic Aviation,0.314975
China,19/06/2025,Ground Transport,2.78128
China,19/06/2025,Industry,10.9607
China,19/06/2025,International Aviation,0
China,19/06/2025,Power,17.6276
China,19/06/2025,Residential,1.02356
EU27 & UK,19/06/2025,Domestic Aviation,0.0608319
EU27 & UK,19/06/2025,Ground Transport,2.57842
EU27 & UK,19/06/2025,Industry,2.07718
EU27 & UK,19/06/2025,International Aviation,0
EU27 & UK,19/06/2025,Power,1.27665
EU27 & UK,19/06/2025,Residential,0.600528
France,19/06/2025,Domestic Aviation,0.0120504
France,19/06/2025,Ground Transport,0.354828
France,19/06/2025,Industry,0.30467
France,19/06/2025,International Aviation,0
France,19/06/2025,Power,0.0302197
France,19/06/2025,Residential,0.0791062
Germany,19/06/2025,Domestic Aviation,0.00389569
Germany,19/06/2025,Ground Transport,0.361891
Germany,19/06/2025,Industry,0.320002
Germany,19/06/2025,International Aviation,0
Germany,19/06/2025,Power,0.277492
Germany,19/06/2025,Residential,0.0842241
India,19/06/2025,Domestic Aviation,0.0456945
India,19/06/2025,Ground Transport,0.918302
India,19/06/2025,Industry,2.21553
India,19/06/2025,International Aviation,0
India,19/06/2025,Power,3.75044
India,19/06/2025,Residential,0.293773
Italy,19/06/2025,Domestic Aviation,0.00875309
Italy,19/06/2025,Ground Transport,0.304889
Italy,19/06/2025,Industry,0.198848
Italy,19/06/2025,International Aviation,0
Italy,19/06/2025,Power,0.204924
Italy,19/06/2025,Residential,0.0690825
Japan,19/06/2025,Domestic Aviation,0.0291508
Japan,19/06/2025,Ground Transport,0.485578
Japan,19/06/2025,Industry,0.776831
Japan,19/06/2025,International Aviation,0
Japan,19/06/2025,Power,1.20624
Japan,19/06/2025,Residential,0.121757
ROW,19/06/2025,Domestic Aviation,0.214311
ROW,19/06/2025,Ground Transport,6.94753
ROW,19/06/2025,Industry,8.54963
ROW,19/06/2025,International Aviation,1.90299
ROW,19/06/2025,Power,9.41274
ROW,19/06/2025,Residential,1.67613
Russia,19/06/2025,Domestic Aviation,0.0521329
Russia,19/06/2025,Ground Transport,0.715176
Russia,19/06/2025,Industry,1.16407
Russia,19/06/2025,International Aviation,0
Russia,19/06/2025,Power,1.86497
Russia,19/06/2025,Residential,0.215881
Spain,19/06/2025,Domestic Aviation,0.0225867
Spain,19/06/2025,Ground Transport,0.279677
Spain,19/06/2025,Industry,0.244793
Spain,19/06/2025,International Aviation,0
Spain,19/06/2025,Power,0.138895
Spain,19/06/2025,Residential,0.0526366
United Kingdom,19/06/2025,Domestic Aviation,0.00652601
United Kingdom,19/06/2025,Ground Transport,0.30852
United Kingdom,19/06/2025,Industry,0.251527
United Kingdom,19/06/2025,International Aviation,0
United Kingdom,19/06/2025,Power,0.11798
United Kingdom,19/06/2025,Residential,0.124791
United States,19/06/2025,Domestic Aviation,0.484237
United States,19/06/2025,Ground Transport,4.92486
United States,19/06/2025,Industry,3.20652
United States,19/06/2025,International Aviation,0
United States,19/06/2025,Power,5.3782
United States,19/06/2025,Residential,0.927701
Brazil,20/06/2025,Domestic Aviation,0.0252749
Brazil,20/06/2025,Ground Transport,0.604317
Brazil,20/06/2025,Industry,0.42243
Brazil,20/06/2025,International Aviation,0
Brazil,20/06/2025,Power,0.145504
Brazil,20/06/2025,Residential,0.111417
China,20/06/2025,Domestic Aviation,0.324797
China,20/06/2025,Ground Transport,2.65029
China,20/06/2025,Industry,10.6683
China,20/06/2025,International Aviation,0
China,20/06/2025,Power,17.1572
China,20/06/2025,Residential,1.02592
EU27 & UK,20/06/2025,Domestic Aviation,0.0598918
EU27 & UK,20/06/2025,Ground Transport,2.59394
EU27 & UK,20/06/2025,Industry,2.03829
EU27 & UK,20/06/2025,International Aviation,0
EU27 & UK,20/06/2025,Power,1.25275
EU27 & UK,20/06/2025,Residential,0.620984
France,20/06/2025,Domestic Aviation,0.0116899
France,20/06/2025,Ground Transport,0.353532
France,20/06/2025,Industry,0.240682
France,20/06/2025,International Aviation,0
France,20/06/2025,Power,0.0238728
France,20/06/2025,Residential,0.0791105
Germany,20/06/2025,Domestic Aviation,0.00414047
Germany,20/06/2025,Ground Transport,0.410411
Germany,20/06/2025,Industry,0.352332
Germany,20/06/2025,International Aviation,0
Germany,20/06/2025,Power,0.305527
Germany,20/06/2025,Residential,0.0885011
India,20/06/2025,Domestic Aviation,0.0456908
India,20/06/2025,Ground Transport,0.929203
India,20/06/2025,Industry,2.19058
India,20/06/2025,International Aviation,0
India,20/06/2025,Power,3.7082
India,20/06/2025,Residential,0.293353
Italy,20/06/2025,Domestic Aviation,0.00829792
Italy,20/06/2025,Ground Transport,0.304315
Italy,20/06/2025,Industry,0.184808
Italy,20/06/2025,International Aviation,0
Italy,20/06/2025,Power,0.190455
Italy,20/06/2025,Residential,0.0690067
Japan,20/06/2025,Domestic Aviation,0.0296251
Japan,20/06/2025,Ground Transport,0.486896
Japan,20/06/2025,Industry,0.764314
Japan,20/06/2025,International Aviation,0
Japan,20/06/2025,Power,1.18681
Japan,20/06/2025,Residential,0.121821
ROW,20/06/2025,Domestic Aviation,0.213121
ROW,20/06/2025,Ground Transport,6.8531
ROW,20/06/2025,Industry,9.27375
ROW,20/06/2025,International Aviation,1.93478
ROW,20/06/2025,Power,10.4705
ROW,20/06/2025,Residential,1.67107
Russia,20/06/2025,Domestic Aviation,0.0553142
Russia,20/06/2025,Ground Transport,0.720525
Russia,20/06/2025,Industry,1.1959
Russia,20/06/2025,International Aviation,0
Russia,20/06/2025,Power,1.91596
Russia,20/06/2025,Residential,0.227451
Spain,20/06/2025,Domestic Aviation,0.0236069
Spain,20/06/2025,Ground Transport,0.290687
Spain,20/06/2025,Industry,0.225538
Spain,20/06/2025,International Aviation,0
Spain,20/06/2025,Power,0.12797
Spain,20/06/2025,Residential,0.0526213
United Kingdom,20/06/2025,Domestic Aviation,0.00650027
United Kingdom,20/06/2025,Ground Transport,0.307566
United Kingdom,20/06/2025,Industry,0.203214
United Kingdom,20/06/2025,International Aviation,0
United Kingdom,20/06/2025,Power,0.0953184
United Kingdom,20/06/2025,Residential,0.118283
United States,20/06/2025,Domestic Aviation,0.499387
United States,20/06/2025,Ground Transport,4.87624
United States,20/06/2025,Industry,3.07321
United States,20/06/2025,International Aviation,0
United States,20/06/2025,Power,5.1546
United States,20/06/2025,Residential,0.943093
Brazil,21/06/2025,Domestic Aviation,0.0243047
Brazil,21/06/2025,Ground Transport,0.572861
Brazil,21/06/2025,Industry,0.369408
Brazil,21/06/2025,International Aviation,0
Brazil,21/06/2025,Power,0.127241
Brazil,21/06/2025,Residential,0.111417
China,21/06/2025,Domestic Aviation,0.320129
China,21/06/2025,Ground Transport,2.62373
China,21/06/2025,Industry,10.3484
China,21/06/2025,International Aviation,0
China,21/06/2025,Power,16.6428
China,21/06/2025,Residential,1.03085
EU27 & UK,21/06/2025,Domestic Aviation,0.0547946
EU27 & UK,21/06/2025,Ground Transport,2.4049
EU27 & UK,21/06/2025,Industry,1.68152
EU27 & UK,21/06/2025,International Aviation,0
EU27 & UK,21/06/2025,Power,1.03348
EU27 & UK,21/06/2025,Residential,0.582996
France,21/06/2025,Domestic Aviation,0.011067
France,21/06/2025,Ground Transport,0.338659
France,21/06/2025,Industry,0.23578
France,21/06/2025,International Aviation,0
France,21/06/2025,Power,0.0233866
France,21/06/2025,Residential,0.079154
Germany,21/06/2025,Domestic Aviation,0.00374645
Germany,21/06/2025,Ground Transport,0.392074
Germany,21/06/2025,Industry,0.328147
Germany,21/06/2025,International Aviation,0
Germany,21/06/2025,Power,0.284555
Germany,21/06/2025,Residential,0.0760151
India,21/06/2025,Domestic Aviation,0.0449915
India,21/06/2025,Ground Transport,0.908162
India,21/06/2025,Industry,2.19229
India,21/06/2025,International Aviation,0
India,21/06/2025,Power,3.7111
India,21/06/2025,Residential,0.293172
Italy,21/06/2025,Domestic Aviation,0.00838872
Italy,21/06/2025,Ground Transport,0.282433
Italy,21/06/2025,Industry,0.118836
Italy,21/06/2025,International Aviation,0
Italy,21/06/2025,Power,0.122467
Italy,21/06/2025,Residential,0.0696742
Japan,21/06/2025,Domestic Aviation,0.0290555
Japan,21/06/2025,Ground Transport,0.481056
Japan,21/06/2025,Industry,0.633925
Japan,21/06/2025,International Aviation,0
Japan,21/06/2025,Power,0.984341
Japan,21/06/2025,Residential,0.121627
ROW,21/06/2025,Domestic Aviation,0.189727
ROW,21/06/2025,Ground Transport,6.54629
ROW,21/06/2025,Industry,8.62365
ROW,21/06/2025,International Aviation,1.95471
ROW,21/06/2025,Power,9.62413
ROW,21/06/2025,Residential,1.70116
Russia,21/06/2025,Domestic Aviation,0.0552126
Russia,21/06/2025,Ground Transport,0.622148
Russia,21/06/2025,Industry,1.15935
Russia,21/06/2025,International Aviation,0
Russia,21/06/2025,Power,1.85741
Russia,21/06/2025,Residential,0.23938
Spain,21/06/2025,Domestic Aviation,0.0222371
Spain,21/06/2025,Ground Transport,0.246132
Spain,21/06/2025,Industry,0.180412
Spain,21/06/2025,International Aviation,0
Spain,21/06/2025,Power,0.102365
Spain,21/06/2025,Residential,0.0526348
United Kingdom,21/06/2025,Domestic Aviation,0.00419313
United Kingdom,21/06/2025,Ground Transport,0.298514
United Kingdom,21/06/2025,Industry,0.132552
United Kingdom,21/06/2025,International Aviation,0
United Kingdom,21/06/2025,Power,0.0621739
United Kingdom,21/06/2025,Residential,0.118822
United States,21/06/2025,Domestic Aviation,0.460068
United States,21/06/2025,Ground Transport,4.42463
United States,21/06/2025,Industry,2.83683
United States,21/06/2025,International Aviation,0
United States,21/06/2025,Power,4.75812
United States,21/06/2025,Residential,0.965393
Brazil,22/06/2025,Domestic Aviation,0.0284293
Brazil,22/06/2025,Ground Transport,0.517668
Brazil,22/06/2025,Industry,0.328804
Brazil,22/06/2025,International Aviation,0
Brazil,22/06/2025,Power,0.113255
Brazil,22/06/2025,Residential,0.111417
China,22/06/2025,Domestic Aviation,0.32489
China,22/06/2025,Ground Transport,2.58917
China,22/06/2025,Industry,10.3463
China,22/06/2025,International Aviation,0
China,22/06/2025,Power,16.6395
China,22/06/2025,Residential,1.02826
EU27 & UK,22/06/2025,Domestic Aviation,0.0561618
EU27 & UK,22/06/2025,Ground Transport,2.1186
EU27 & UK,22/06/2025,Industry,1.32839
EU27 & UK,22/06/2025,International Aviation,0
EU27 & UK,22/06/2025,Power,0.816442
EU27 & UK,22/06/2025,Residential,0.581961
France,22/06/2025,Domestic Aviation,0.0115878
France,22/06/2025,Ground Transport,0.3037
France,22/06/2025,Industry,0.117934
France,22/06/2025,International Aviation,0
France,22/06/2025,Power,0.0116977
France,22/06/2025,Residential,0.0791473
Germany,22/06/2025,Domestic Aviation,0.00365701
Germany,22/06/2025,Ground Transport,0.347589
Germany,22/06/2025,Industry,0.227425
Germany,22/06/2025,International Aviation,0
Germany,22/06/2025,Power,0.197213
Germany,22/06/2025,Residential,0.0758558
India,22/06/2025,Domestic Aviation,0.0452105
India,22/06/2025,Ground Transport,0.811927
India,22/06/2025,Industry,2.27751
India,22/06/2025,International Aviation,0
India,22/06/2025,Power,3.85536
India,22/06/2025,Residential,0.29483
Italy,22/06/2025,Domestic Aviation,0.00855591
Italy,22/06/2025,Ground Transport,0.228626
Italy,22/06/2025,Industry,0.106486
Italy,22/06/2025,International Aviation,0
Italy,22/06/2025,Power,0.109741
Italy,22/06/2025,Residential,0.0693449
Japan,22/06/2025,Domestic Aviation,0.0290767
Japan,22/06/2025,Ground Transport,0.476776
Japan,22/06/2025,Industry,0.623882
Japan,22/06/2025,International Aviation,0
Japan,22/06/2025,Power,0.968746
Japan,22/06/2025,Residential,0.121675
ROW,22/06/2025,Domestic Aviation,0.19643
ROW,22/06/2025,Ground Transport,6.09791
ROW,22/06/2025,Industry,8.1393
ROW,22/06/2025,International Aviation,1.93958
ROW,22/06/2025,Power,8.88075
ROW,22/06/2025,Residential,1.68862
Russia,22/06/2025,Domestic Aviation,0.0545761
Russia,22/06/2025,Ground Transport,0.580322
Russia,22/06/2025,Industry,1.14807
Russia,22/06/2025,International Aviation,0
Russia,22/06/2025,Power,1.83934
Russia,22/06/2025,Residential,0.243068
Spain,22/06/2025,Domestic Aviation,0.0220831
Spain,22/06/2025,Ground Transport,0.192755
Spain,22/06/2025,Industry,0.147616
Spain,22/06/2025,International Aviation,0
Spain,22/06/2025,Power,0.0837567
Spain,22/06/2025,Residential,0.05271
United Kingdom,22/06/2025,Domestic Aviation,0.00432713
United Kingdom,22/06/2025,Ground Transport,0.282464
United Kingdom,22/06/2025,Industry,0.0902261
United Kingdom,22/06/2025,International Aviation,0
United Kingdom,22/06/2025,Power,0.0423208
United Kingdom,22/06/2025,Residential,0.129569
United States,22/06/2025,Domestic Aviation,0.439179
United States,22/06/2025,Ground Transport,4.01057
United States,22/06/2025,Industry,2.84152
United States,22/06/2025,International Aviation,0
United States,22/06/2025,Power,4.766
United States,22/06/2025,Residential,0.966257
Brazil,23/06/2025,Domestic Aviation,0.0318721
Brazil,23/06/2025,Ground Transport,0.60818
Brazil,23/06/2025,Industry,0.361143
Brazil,23/06/2025,International Aviation,0
Brazil,23/06/2025,Power,0.124394
Brazil,23/06/2025,Residential,0.111417
China,23/06/2025,Domestic Aviation,0.327914
China,23/06/2025,Ground Transport,2.78585
China,23/06/2025,Industry,10.603
China,23/06/2025,International Aviation,0
China,23/06/2025,Power,17.0523
China,23/06/2025,Residential,1.02301
EU27 & UK,23/06/2025,Domestic Aviation,0.059426
EU27 & UK,23/06/2025,Ground Transport,2.6035
EU27 & UK,23/06/2025,Industry,1.70048
EU27 & UK,23/06/2025,International Aviation,0
EU27 & UK,23/06/2025,Power,1.04513
EU27 & UK,23/06/2025,Residential,0.604083
France,23/06/2025,Domestic Aviation,0.0122781
France,23/06/2025,Ground Transport,0.350806
France,23/06/2025,Industry,0.141826
France,23/06/2025,International Aviation,0
France,23/06/2025,Power,0.0140674
France,23/06/2025,Residential,0.0802593
Germany,23/06/2025,Domestic Aviation,0.00371509
Germany,23/06/2025,Ground Transport,0.415169
Germany,23/06/2025,Industry,0.280654
Germany,23/06/2025,International Aviation,0
Germany,23/06/2025,Power,0.243371
Germany,23/06/2025,Residential,0.0788291
India,23/06/2025,Domestic Aviation,0.0456796
India,23/06/2025,Ground Transport,0.915246
India,23/06/2025,Industry,2.21185
India,23/06/2025,International Aviation,0
India,23/06/2025,Power,3.74421
India,23/06/2025,Residential,0.292455
Italy,23/06/2025,Domestic Aviation,0.00832238
Italy,23/06/2025,Ground Transport,0.2943
Italy,23/06/2025,Industry,0.201116
Italy,23/06/2025,International Aviation,0
Italy,23/06/2025,Power,0.207262
Italy,23/06/2025,Residential,0.0692698
Japan,23/06/2025,Domestic Aviation,0.0291599
Japan,23/06/2025,Ground Transport,0.48525
Japan,23/06/2025,Industry,0.811752
Japan,23/06/2025,International Aviation,0
Japan,23/06/2025,Power,1.26047
Japan,23/06/2025,Residential,0.12188
ROW,23/06/2025,Domestic Aviation,0.210462
ROW,23/06/2025,Ground Transport,6.95966
ROW,23/06/2025,Industry,8.85744
ROW,23/06/2025,International Aviation,1.8805
ROW,23/06/2025,Power,9.71973
ROW,23/06/2025,Residential,1.72531
Russia,23/06/2025,Domestic Aviation,0.0539344
Russia,23/06/2025,Ground Transport,0.599958
Russia,23/06/2025,Industry,1.20423
Russia,23/06/2025,International Aviation,0
Russia,23/06/2025,Power,1.92932
Russia,23/06/2025,Residential,0.235003
Spain,23/06/2025,Domestic Aviation,0.0226556
Spain,23/06/2025,Ground Transport,0.284777
Spain,23/06/2025,Industry,0.172654
Spain,23/06/2025,International Aviation,0
Spain,23/06/2025,Power,0.0979636
Spain,23/06/2025,Residential,0.0526681
United Kingdom,23/06/2025,Domestic Aviation,0.00565475
United Kingdom,23/06/2025,Ground Transport,0.304427
United Kingdom,23/06/2025,Industry,0.106614
United Kingdom,23/06/2025,International Aviation,0
United Kingdom,23/06/2025,Power,0.0500078
United Kingdom,23/06/2025,Residential,0.151517
United States,23/06/2025,Domestic Aviation,0.478214
United States,23/06/2025,Ground Transport,4.7285
United States,23/06/2025,Industry,3.01204
United States,23/06/2025,International Aviation,0
United States,23/06/2025,Power,5.052
United States,23/06/2025,Residential,0.946227
Brazil,24/06/2025,Domestic Aviation,0.0332391
Brazil,24/06/2025,Ground Transport,0.607838
Brazil,24/06/2025,Industry,0.388473
Brazil,24/06/2025,International Aviation,0
Brazil,24/06/2025,Power,0.133808
Brazil,24/06/2025,Residential,0.111417
China,24/06/2025,Domestic Aviation,0.32641
China,24/06/2025,Ground Transport,2.74097
China,24/06/2025,Industry,10.6262
China,24/06/2025,International Aviation,0
China,24/06/2025,Power,17.0895
China,24/06/2025,Residential,1.03435
EU27 & UK,24/06/2025,Domestic Aviation,0.059903
EU27 & UK,24/06/2025,Ground Transport,2.60339
EU27 & UK,24/06/2025,Industry,1.84813
EU27 & UK,24/06/2025,International Aviation,0
EU27 & UK,24/06/2025,Power,1.13588
EU27 & UK,24/06/2025,Residential,0.600013
France,24/06/2025,Domestic Aviation,0.0120562
France,24/06/2025,Ground Transport,0.353994
France,24/06/2025,Industry,0.168543
France,24/06/2025,International Aviation,0
France,24/06/2025,Power,0.0167175
France,24/06/2025,Residential,0.0797056
Germany,24/06/2025,Domestic Aviation,0.00436124
Germany,24/06/2025,Ground Transport,0.419518
Germany,24/06/2025,Industry,0.314888
Germany,24/06/2025,International Aviation,0
Germany,24/06/2025,Power,0.273057
Germany,24/06/2025,Residential,0.0819672
India,24/06/2025,Domestic Aviation,0.0448464
India,24/06/2025,Ground Transport,0.920873
India,24/06/2025,Industry,2.2982
India,24/06/2025,International Aviation,0
India,24/06/2025,Power,3.89039
India,24/06/2025,Residential,0.291652
Italy,24/06/2025,Domestic Aviation,0.00834118
Italy,24/06/2025,Ground Transport,0.299438
Italy,24/06/2025,Industry,0.224343
Italy,24/06/2025,International Aviation,0
Italy,24/06/2025,Power,0.231199
Italy,24/06/2025,Residential,0.0689369
Japan,24/06/2025,Domestic Aviation,0.0291923
Japan,24/06/2025,Ground Transport,0.485138
Japan,24/06/2025,Industry,0.832398
Japan,24/06/2025,International Aviation,0
Japan,24/06/2025,Power,1.29252
Japan,24/06/2025,Residential,0.121712
ROW,24/06/2025,Domestic Aviation,0.211534
ROW,24/06/2025,Ground Transport,6.98104
ROW,24/06/2025,Industry,9.15798
ROW,24/06/2025,International Aviation,1.83941
ROW,24/06/2025,Power,10.1732
ROW,24/06/2025,Residential,1.72521
Russia,24/06/2025,Domestic Aviation,0.0506765
Russia,24/06/2025,Ground Transport,0.549146
Russia,24/06/2025,Industry,1.19475
Russia,24/06/2025,International Aviation,0
Russia,24/06/2025,Power,1.91413
Russia,24/06/2025,Residential,0.212598
Spain,24/06/2025,Domestic Aviation,0.0225271
Spain,24/06/2025,Ground Transport,0.265771
Spain,24/06/2025,Industry,0.168493
Spain,24/06/2025,International Aviation,0
Spain,24/06/2025,Power,0.0956025
Spain,24/06/2025,Residential,0.0526555
United Kingdom,24/06/2025,Domestic Aviation,0.0053265
United Kingdom,24/06/2025,Ground Transport,0.309576
United Kingdom,24/06/2025,Industry,0.0898436
United Kingdom,24/06/2025,International Aviation,0
United Kingdom,24/06/2025,Power,0.0421415
United Kingdom,24/06/2025,Residential,0.13048
United States,24/06/2025,Domestic Aviation,0.480397
United States,24/06/2025,Ground Transport,4.90741
United States,24/06/2025,Industry,3.59154
United States,24/06/2025,International Aviation,0
United States,24/06/2025,Power,6.02398
United States,24/06/2025,Residential,0.924113
Brazil,25/06/2025,Domestic Aviation,0.0340067
Brazil,25/06/2025,Ground Transport,0.621846
Brazil,25/06/2025,Industry,0.406851
Brazil,25/06/2025,International Aviation,0
Brazil,25/06/2025,Power,0.140138
Brazil,25/06/2025,Residential,0.111417
China,25/06/2025,Domestic Aviation,0.33073
China,25/06/2025,Ground Transport,2.74421
China,25/06/2025,Industry,11.1101
China,25/06/2025,International Aviation,0
China,25/06/2025,Power,17.8679
China,25/06/2025,Residential,1.02857
EU27 & UK,25/06/2025,Domestic Aviation,0.0600967
EU27 & UK,25/06/2025,Ground Transport,2.64292
EU27 & UK,25/06/2025,Industry,2.4755
EU27 & UK,25/06/2025,International Aviation,0
EU27 & UK,25/06/2025,Power,1.52146
EU27 & UK,25/06/2025,Residential,0.582247
France,25/06/2025,Domestic Aviation,0.0116544
France,25/06/2025,Ground Transport,0.352133
France,25/06/2025,Industry,0.433787
France,25/06/2025,International Aviation,0
France,25/06/2025,Power,0.0430265
France,25/06/2025,Residential,0.0792384
Germany,25/06/2025,Domestic Aviation,0.0043515
Germany,25/06/2025,Ground Transport,0.418461
Germany,25/06/2025,Industry,0.454701
Germany,25/06/2025,International Aviation,0
Germany,25/06/2025,Power,0.394297
Germany,25/06/2025,Residential,0.0764813
India,25/06/2025,Domestic Aviation,0.0453435
India,25/06/2025,Ground Transport,0.94222
India,25/06/2025,Industry,2.26275
India,25/06/2025,International Aviation,0
India,25/06/2025,Power,3.83037
India,25/06/2025,Residential,0.293811
Italy,25/06/2025,Domestic Aviation,0.00855581
Italy,25/06/2025,Ground Transport,0.302705
Italy,25/06/2025,Industry,0.254955
Italy,25/06/2025,International Aviation,0
Italy,25/06/2025,Power,0.262747
Italy,25/06/2025,Residential,0.0687332
Japan,25/06/2025,Domestic Aviation,0.0292155
Japan,25/06/2025,Ground Transport,0.485158
Japan,25/06/2025,Industry,0.829766
Japan,25/06/2025,International Aviation,0
Japan,25/06/2025,Power,1.28844
Japan,25/06/2025,Residential,0.121647
ROW,25/06/2025,Domestic Aviation,0.212453
ROW,25/06/2025,Ground Transport,7.06292
ROW,25/06/2025,Industry,9.17075
ROW,25/06/2025,International Aviation,1.88221
ROW,25/06/2025,Power,10.1931
ROW,25/06/2025,Residential,1.6797
Russia,25/06/2025,Domestic Aviation,0.053129
Russia,25/06/2025,Ground Transport,0.578384
Russia,25/06/2025,Industry,1.20888
Russia,25/06/2025,International Aviation,0
Russia,25/06/2025,Power,1.93676
Russia,25/06/2025,Residential,0.203582
Spain,25/06/2025,Domestic Aviation,0.0229414
Spain,25/06/2025,Ground Transport,0.291246
Spain,25/06/2025,Industry,0.185077
Spain,25/06/2025,International Aviation,0
Spain,25/06/2025,Power,0.105012
Spain,25/06/2025,Residential,0.0528045
United Kingdom,25/06/2025,Domestic Aviation,0.0058197
United Kingdom,25/06/2025,Ground Transport,0.309579
United Kingdom,25/06/2025,Industry,0.311503
United Kingdom,25/06/2025,International Aviation,0
United Kingdom,25/06/2025,Power,0.146112
United Kingdom,25/06/2025,Residential,0.128135
United States,25/06/2025,Domestic Aviation,0.472011
United States,25/06/2025,Ground Transport,4.94001
United States,25/06/2025,Industry,3.7558
United States,25/06/2025,International Aviation,0
United States,25/06/2025,Power,6.29949
United States,25/06/2025,Residential,0.923075
Brazil,26/06/2025,Domestic Aviation,0.0334768
Brazil,26/06/2025,Ground Transport,0.626029
Brazil,26/06/2025,Industry,0.409889
Brazil,26/06/2025,International Aviation,0
Brazil,26/06/2025,Power,0.141185
Brazil,26/06/2025,Residential,0.111417
China,26/06/2025,Domestic Aviation,0.331502
China,26/06/2025,Ground Transport,2.78128
China,26/06/2025,Industry,11.2995
China,26/06/2025,International Aviation,0
China,26/06/2025,Power,18.1724
China,26/06/2025,Residential,1.02124
EU27 & UK,26/06/2025,Domestic Aviation,0.0608343
EU27 & UK,26/06/2025,Ground Transport,2.66549
EU27 & UK,26/06/2025,Industry,2.48816
EU27 & UK,26/06/2025,International Aviation,0
EU27 & UK,26/06/2025,Power,1.52924
EU27 & UK,26/06/2025,Residential,0.580329
France,26/06/2025,Domestic Aviation,0.0116563
France,26/06/2025,Ground Transport,0.355515
France,26/06/2025,Industry,0.472692
France,26/06/2025,International Aviation,0
France,26/06/2025,Power,0.0468854
France,26/06/2025,Residential,0.0793001
Germany,26/06/2025,Domestic Aviation,0.00379955
Germany,26/06/2025,Ground Transport,0.420873
Germany,26/06/2025,Industry,0.449827
Germany,26/06/2025,International Aviation,0
Germany,26/06/2025,Power,0.390071
Germany,26/06/2025,Residential,0.0765976
India,26/06/2025,Domestic Aviation,0.0453261
India,26/06/2025,Ground Transport,0.918302
India,26/06/2025,Industry,2.36372
India,26/06/2025,International Aviation,0
India,26/06/2025,Power,4.00129
India,26/06/2025,Residential,0.293324
Italy,26/06/2025,Domestic Aviation,0.00854404
Italy,26/06/2025,Ground Transport,0.304889
Italy,26/06/2025,Industry,0.268693
Italy,26/06/2025,International Aviation,0
Italy,26/06/2025,Power,0.276905
Italy,26/06/2025,Residential,0.0690346
Japan,26/06/2025,Domestic Aviation,0.0293052
